Company Names,Cars Names,Engines,CC/Battery Capacity,HorsePower,Total Speed,Performance(0 - 100 )KM/H,Cars Prices,Fuel Types,Seats,Torque,Turbo
Cadillac,XT5 Sport,3.6L V6 Gasoline,3600.0,310.0,210,6.5,73.0,Petrol,5,366.0,No
Cadillac,XT6 Sport,3.6L V6 Gasoline,3600.0,310.0,210,6.9,76.0,Petrol,7,366.0,No
Cadillac,Lyriq Launch Edition,Single Electric Motor,100.0,340.0,190,5.7,524.5,Electric,5,440.0,No
Cadillac,Lyriq EV Premium,Dual Electric Motors,100.0,500.0,210,4.5,527.0,Electric,5,620.0,No
Cadillac,CT5 Premium Luxury,2.0L Turbo Inline-4 Gasoline,2000.0,237.0,240,6.8,165.5,Petrol,5,350.0,Yes
Chevrolet,Spark,1.4L Inline-4 Gasoline,1400.0,98.0,180,10.7,304.5,Petrol,5,127.0,No
Chevrolet,Sonic,1.4L Turbo Inline-4 Gasoline,1400.0,138.0,190,8.5,368.0,Petrol,5,200.0,Yes
Chevrolet,Malibu,1.5L Turbo Inline-4 Gasoline,1500.0,160.0,210,8.0,12.5,Petrol,5,250.0,Yes
Chevrolet,Camaro,2.0L Turbo Inline-4 Gasoline,2000.0,275.0,240,5.4,213.0,Petrol,4,400.0,Yes
Chevrolet,Corvette,6.2L V8 Gasoline,6200.0,495.0,312,3.0,480.0,Petrol,2,637.0,No
Chevrolet,Traverse,3.6L V6 Gasoline,3600.0,310.0,210,7.0,475.0,Petrol,7,360.0,No
Chevrolet,Equinox,1.5L Turbo Inline-4 Gasoline,1500.0,170.0,200,8.9,313.0,Petrol,5,275.0,Yes
Chevrolet,Blazer,3.6L V6 Gasoline,3600.0,308.0,220,6.6,22.0,Petrol,5,366.0,No
Chevrolet,Tahoe,5.3L V8 Gasoline,5300.0,355.0,200,7.5,525.5,Petrol,7,519.0,No
Chevrolet,Suburban,5.3L V8 Gasoline,5300.0,355.0,190,7.6,479.5,Petrol,8,519.0,No
Chevrolet,Colorado,2.7L Turbo Inline-4 Gasoline,2700.0,310.0,190,6.8,362.5,Petrol,5,583.0,Yes
Chevrolet,Silverado 1500,5.3L V8 Gasoline,5300.0,355.0,180,7.0,418.5,Petrol,6,519.0,No
Chevrolet,Silverado 2500HD,6.6L V8 Gasoline,6600.0,401.0,170,8.0,270.5,Petrol,6,629.0,No
Chevrolet,Silverado 3500HD,6.6L V8 Diesel,6600.0,445.0,160,8.5,272.5,Diesel,6,1234.0,No
Chevrolet,Bolt EV,Single Electric Motor,66.0,200.0,150,6.5,261.0,Electric,5,360.0,No
Chevrolet,Bolt EUV,Single Electric Motor,66.0,200.0,150,7.0,411.5,Electric,5,360.0,No
Chevrolet,Trailblazer,1.3L Turbo Inline-3 Gasoline,1300.0,155.0,200,9.4,61.5,Petrol,5,236.0,Yes
Chevrolet,Malibu Premier,2.0L Turbo Inline-4 Gasoline,2000.0,250.0,240,5.8,266.5,Petrol,5,353.0,Yes
Chevrolet,Camaro ZL1,6.2L Supercharged V8 Gasoline,6200.0,650.0,318,3.5,183.5,Petrol,4,881.0,No
Chevrolet,Corvette Stingray,6.2L V8 Gasoline,6200.0,495.0,312,3.0,480.0,Petrol,2,637.0,No
Chevrolet,Silverado 1500 High Country,5.3L V8 Gasoline,5300.0,355.0,180,7.0,328.0,Petrol,6,519.0,No
Chevrolet,Silverado 1500 Trail Boss,5.3L V8 Gasoline,5300.0,355.0,180,7.0,475.0,Petrol,6,519.0,No
Chevrolet,Silverado 1500 RST,5.3L V8 Gasoline,5300.0,355.0,180,7.1,472.5,Petrol,6,519.0,No
Chevrolet,Colorado ZR2,2.8L Turbo Diesel I4,2800.0,181.0,160,9.1,171.5,Diesel,5,500.0,Yes
Chevrolet,Traverse Premier,3.6L V6 Gasoline,3600.0,310.0,210,7.0,323.0,Petrol,7,360.0,No
Chevrolet,Equinox Premier,1.5L Turbo Inline-4 Gasoline,1500.0,170.0,200,8.8,216.5,Petrol,5,275.0,Yes
Chevrolet,Blazer RS,3.6L V6 Gasoline,3600.0,308.0,220,6.6,474.0,Petrol,5,366.0,No
Chevrolet,Bolt EV 2LT,Single Electric Motor,66.0,200.0,150,6.7,411.5,Electric,5,360.0,No
Chevrolet,Camaro SS,6.2L V8 Gasoline,6200.0,455.0,290,4.3,271.5,Petrol,4,617.0,No
Chevrolet,Corvette Grand Sport,6.2L V8 Gasoline,6200.0,460.0,290,3.9,482.5,Petrol,2,630.0,No
Chevrolet,Traverse RS,3.6L V6 Gasoline,3600.0,310.0,210,7.0,371.5,Petrol,7,360.0,No
Chevrolet,Blazer Premier,3.6L V6 Gasoline,3600.0,308.0,220,6.6,22.5,Petrol,5,366.0,No
Chevrolet,Malibu LT,1.5L Turbo Inline-4 Gasoline,1500.0,160.0,210,8.5,412.5,Petrol,5,250.0,Yes
Chevrolet,Spark Activ,1.4L Inline-4 Gasoline,1400.0,98.0,180,11.0,306.0,Petrol,5,127.0,No
Chevrolet,Trax LT,1.2L Turbo Inline-3 Gasoline,1200.0,137.0,200,9.2,62.0,Petrol,5,220.0,Yes
Chevrolet,Equinox LT,1.5L Turbo Inline-4 Gasoline,1500.0,170.0,200,8.9,214.0,Petrol,5,275.0,Yes
Chevrolet,Silverado 3500HD High Country,6.6L V8 Diesel,6600.0,445.0,160,8.5,387.5,Diesel,6,1234.0,No
Chevrolet,Colorado WT,2.7L Turbo Inline-4 Gasoline,2700.0,310.0,190,6.9,114.5,Petrol,5,583.0,Yes
Chevrolet,Suburban High Country,6.2L V8 Gasoline,6200.0,420.0,200,7.0,241.0,Petrol,8,624.0,No
Chevrolet,Silverado Custom,4.3L V6 Gasoline,4300.0,285.0,180,8.5,466.5,Petrol,6,413.0,No
Chevrolet,Spark LS,1.4L Inline-4 Gasoline,1400.0,98.0,180,10.9,204.5,Petrol,5,127.0,No
Chevrolet,Traverse LT,3.6L V6 Gasoline,3600.0,310.0,210,7.1,118.5,Petrol,7,360.0,No
Chevrolet,Blazer LT,2.5L Inline-4 Gasoline,2500.0,193.0,200,9.0,68.0,Petrol,5,255.0,No
Chevrolet,Malibu Premier,2.0L Turbo Inline-4 Gasoline,2000.0,250.0,240,5.8,267.0,Petrol,5,353.0,Yes
Chevrolet,Equinox RS,1.5L Turbo Inline-4 Gasoline,1500.0,170.0,200,8.8,465.5,Petrol,5,275.0,Yes
Chevrolet,Silverado 1500 Custom,4.3L V6 Gasoline,4300.0,285.0,180,8.6,467.0,Petrol,6,413.0,No
Chevrolet,Silverado 2500HD LTZ,6.6L V8 Diesel,6600.0,445.0,160,8.4,228.0,Diesel,6,1234.0,No
Chevrolet,Tahoe RST,5.3L V8 Gasoline,5300.0,355.0,180,7.4,82.0,Petrol,7,519.0,No
Chevrolet,Suburban LT,5.3L V8 Gasoline,5300.0,355.0,180,5.1,232.0,Petrol,8,519.0,No
Chevrolet,Bolt EV Premier,Single Electric Motor,66.0,200.0,150,6.5,365.5,Electric,5,360.0,No
Chevrolet,Tahoe LS,5.3L V8 Gasoline,5300.0,355.0,180,7.5,525.5,Petrol,8,519.0,No
Chevrolet,Tahoe LT,5.3L V8 Gasoline,5300.0,355.0,180,7.4,278.5,Petrol,8,519.0,No
Chevrolet,Tahoe RST,5.3L V8 Gasoline,5300.0,355.0,180,7.4,82.0,Petrol,7,519.0,No
Chevrolet,Tahoe Z71,5.3L V8 Gasoline,5300.0,355.0,180,7.6,383.0,Petrol,7,519.0,No
Chevrolet,Tahoe Premier,6.2L V8 Gasoline,6200.0,420.0,200,6.8,335.5,Petrol,7,624.0,No
Chevrolet,Tahoe High Country,6.2L V8 Gasoline,6200.0,420.0,200,6.7,388.0,Petrol,7,624.0,No
Chevrolet,Tahoe Midnight Edition,5.3L V8 Gasoline,5300.0,355.0,180,7.5,282.5,Petrol,8,519.0,No
Chevrolet,Tahoe Sport Edition,6.2L V8 Gasoline,6200.0,420.0,200,6.8,35.0,Petrol,7,624.0,No
GMC,Terrain,1.5L Turbo 4-cylinder,1500.0,175.0,190,9.5,464.5,Petrol,5,275.0,Yes
GMC,Acadia,2.0L Turbo 4-cylinder,2000.0,228.0,200,7.8,418.0,Petrol,7,350.0,Yes
GMC,Yukon,5.3L V8 Gasoline,5300.0,355.0,180,7.4,228.5,Petrol,8,519.0,No
GMC,Yukon XL,6.2L V8 Gasoline,6200.0,420.0,200,6.9,80.5,Petrol,8,624.0,No
GMC,Canyon,2.7L Turbo 4-cylinder,2700.0,310.0,190,7.6,468.0,Petrol,5,583.0,Yes
GMC,Sierra 1500,5.3L V8 Gasoline,5300.0,355.0,180,7.3,68.5,Petrol,6,519.0,No
GMC,Sierra 2500HD,6.6L V8 Diesel,6600.0,401.0,175,7.5,471.5,Diesel,6,629.0,No
GMC,Sierra 3500HD,6.6L V8 Diesel,6600.0,445.0,175,7.4,24.5,Diesel,6,1234.0,No
GMC,Hummer EV Pickup,Dual-Motor Electric,212.0,625.0,170,3.0,404.0,Electric,5,,No
GMC,Hummer EV SUV,Dual-Motor Electric,212.0,625.0,170,3.5,352.5,Electric,5,,No
GMC,Yukon Denali,6.2L V8 Gasoline,6200.0,420.0,200,6.8,436.0,Petrol,8,624.0,No
GMC,Sierra Denali,6.2L V8 Gasoline,6200.0,420.0,190,6.7,433.0,Petrol,6,624.0,No
GMC,Terrain AT4,1.5L Turbo 4-cylinder,1500.0,175.0,190,9.6,268.0,Petrol,5,275.0,Yes
GMC,Acadia AT4,3.6L V6 Gasoline,3600.0,310.0,210,7.6,220.5,Petrol,6,366.0,No
GMC,Sierra 1500 AT4,5.3L V8 Gasoline,5300.0,355.0,180,7.4,426.5,Petrol,6,519.0,No
GMC,Sierra 2500HD Denali,6.6L V8 Diesel,6600.0,401.0,175,7.5,136.0,Diesel,6,1234.0,No
GMC,Sierra Elevation,2.7L Turbo 4-cylinder,2700.0,310.0,190,7.6,22.5,Petrol,5,583.0,Yes
GMC,Canyon AT4,2.7L Turbo 4-cylinder,2700.0,310.0,190,7.5,471.5,Petrol,5,583.0,Yes
GMC,Canyon Denali,2.7L Turbo 4-cylinder,2700.0,310.0,190,7.5,24.0,Petrol,5,583.0,Yes
GMC,Yukon XL Denali Ultimate,6.2L V8 Gasoline,6200.0,420.0,200,6.7,446.5,Petrol,8,624.0,No
GMC,Terrain Denali,1.5L Turbo 4-cylinder,1500.0,175.0,190,9.5,319.0,Petrol,5,275.0,Yes
GMC,Acadia Denali,3.6L V6 engine,283.5,310.0,210,6.5,177.0,Petrol,7,366.0,No
GMC,Yukon AT4,5.3L V8 engine,166.0,355.0,210,7.1,288.0,Petrol,8,519.0,No
GMC,Yukon XL AT4,5.3L V8 engine,166.0,355.0,210,7.3,189.0,Petrol,8,519.0,No
GMC,Sierra 1500 Elevation,2.7L Turbo engine,357.5,310.0,180,7.0,26.0,Petrol,5,569.0,Yes
GMC,Sierra 1500 SLT,5.3L V8 engine,166.0,355.0,180,6.8,28.0,Petrol,5,519.0,No
GMC,Sierra 2500HD AT4,6.6L V8 engine,303.0,401.0,170,7.5,35.0,Petrol,5,629.0,No
GMC,Sierra 3500HD AT4,6.6L V8 engine,303.0,401.0,170,7.7,36.0,Petrol,5,629.0,No
GMC,Canyon Elevation,2.5L I4 engine,245.0,200.0,175,8.5,168.0,Petrol,5,259.0,No
GMC,Canyon Denali Black Edition,3.6L V6 engine,283.5,308.0,180,6.9,22.0,Petrol,5,373.0,No
GMC,Sierra 1500 Denali Ultimate,6.2L V8 engine,84.0,420.0,200,5.8,40.0,Petrol,5,624.0,No
GMC,Yukon XL Denali Reserve,6.2L V8 engine,84.0,420.0,210,6.0,41.0,Petrol,7,624.0,No
GMC,Terrain Elevation Edition,1.5L Turbocharged I4 engine,245.5,170.0,200,9.3,364.0,Petrol,5,275.0,Yes
GMC,Acadia Black Edition,3.6L V6 engine,283.5,310.0,210,6.5,22.5,Petrol,7,366.0,No
GMC,Hummer EV SUV Edition 1,"Electric motors with up to 11,500 lb-ft torque",200.0,830.0,170,3.5,323.0,Electric,5,590.0,No
GMC,Hummer EV Pickup Edition 1,"Electric motors with up to 11,500 lb-ft torque",200.0,0.5,170,3.0,323.0,Electric,5,590.0,No
GMC,Sierra Denali CarbonPro,6.2L V8 engine,84.0,420.0,200,5.8,32.5,Petrol,5,624.0,No
GMC,Yukon Denali Performance,6.2L V8 engine,84.0,420.0,210,6.0,440.5,Petrol,8,624.0,No
GMC,Sierra 2500HD Denali Black Edition,6.6L V8 engine,303.0,401.0,170,7.5,37.5,Petrol,5,629.0,No
GMC,Canyon AT4X,3.6L V6 engine,283.5,308.0,180,6.9,25.0,Petrol,5,373.0,No
GMC,Yukon XL SLT,5.3L V8 engine,166.0,355.0,210,7.3,32.5,Petrol,8,519.0,No
GMC,Sierra 1500 Pro,4.3L V6 engine,152.0,285.0,180,7.5,368.5,Petrol,3,413.0,No
GMC,Sierra 2500HD Pro,6.6L V8 engine,303.0,401.0,170,7.7,30.0,Petrol,3,629.0,No
GMC,Sierra 3500HD Pro,6.6L V8 engine,303.0,401.0,170,7.8,31.0,Petrol,3,629.0,No
GMC,Terrain SLT,1.5L Turbocharged I4 engine,245.5,170.0,200,9.4,15.5,Petrol,5,275.0,Yes
GMC,Acadia SLE,3.6L V6 engine,283.5,310.0,210,6.6,20.0,Petrol,7,366.0,No
GMC,Canyon SLT,2.5L I4 engine,245.0,200.0,175,8.6,19.0,Petrol,5,259.0,No
GMC,Yukon XL Elevation,5.3L V8 engine,166.0,355.0,210,7.4,37.5,Petrol,8,519.0,No
GMC,Sierra 1500 AT4X,6.2L V8 engine,84.0,420.0,200,5.9,41.0,Petrol,5,624.0,No
GMC,Hummer EV SUV Extreme Off-Road,"Electric motors with up to 11,500 lb-ft torque",200.0,830.0,170,3.6,55.0,Electric,5,590.0,No
GMC,Sierra EV Denali,Electric motors with advanced AWD,200.0,754.0,170,4.5,404.0,Electric,5,64.0,No
GMC,Hummer EV Omega Edition,"Electric motors with up to 11,500 lb-ft torque",200.0,0.5,170,3.0,406.0,Electric,5,590.0,No
GMC,Canyon AT4X Edition 1,3.6L V6 engine,283.5,308.0,180,6.8,27.5,Petrol,5,373.0,No
GMC,Yukon Denali Ultimate Black,6.2L V8 engine,84.0,420.0,210,6.0,45.0,Petrol,8,624.0,No
GMC,Sierra HD Denali Reserve,6.6L V8 engine,303.0,401.0,170,7.5,42.5,Petrol,5,629.0,No
GMC,Acadia Denali Ultimate,3.6L V6 engine,283.5,310.0,210,6.5,30.0,Petrol,7,366.0,No
GMC,Terrain All-Terrain Edition,1.5L Turbocharged I4 engine,245.5,170.0,200,9.3,17.5,Petrol,5,275.0,Yes
GMC,Yukon Trailering Edition,5.3L V8 engine,166.0,355.0,210,7.5,39.0,Petrol,8,519.0,No
GMC,Hummer EV Adventure Series,"Electric motors with up to 11,500 lb-ft torque",200.0,830.0,170,3.6,52.5,Electric,5,590.0,No
Kia,Rio,1.6L 4-Cylinder,1591.0,120.0,180,10.3,8.5,Petrol,5,151.0,No
Kia,Rio 5-Door,1.6L 4-Cylinder,1591.0,120.0,180,10.3,9.0,Petrol,5,151.0,No
Kia,Seltos Nightfall Edition,1.6L Turbocharged 4-Cylinder,1591.0,175.0,210,7.5,14.0,Petrol,5,264.0,Yes
Peugeot,508 PSE (Peugeot Sport Engineered),Hybrid I4 + Electric Motor,300.0,360.0,250,5.2,27.5,Hybrid,5,520.0,No
Kia,Sorento X-Line,2.5L Turbocharged 4-Cylinder,2500.0,277.0,220,7.0,21.0,Petrol,7,421.0,Yes
Kia,Telluride SX,3.8L V6,3778.0,291.0,240,7.0,25.0,Petrol,7,355.0,No
Kia,Forte LXS,2.0L 4-Cylinder,1999.0,147.0,190,9.2,9.5,Petrol,5,179.0,No
Kia,K5 EX,1.6L Turbocharged 4-Cylinder,1591.0,180.0,220,7.8,264.0,Petrol,5,264.0,Yes
Kia,Niro Plug-In Hybrid,1.6L 4-Cylinder Hybrid,1591.0,139.0,180,10.5,16.5,Hybrid,5,265.0,No
Kia,EV6 Wind,Electric Motor,77.4,225.0,190,5.2,25.0,Electric,5,350.0,No
Kia,Soul Turbo,1.6L Turbocharged 4-Cylinder,1591.0,201.0,200,6.5,14.0,Petrol,5,264.0,Yes
Kia,Seltos SX,1.6L Turbocharged 4-Cylinder,1591.0,175.0,210,7.5,264.0,Petrol,5,264.0,Yes
Kia,Stinger Scorpion Edition,2.5L Turbocharged 4-Cylinder,2500.0,300.0,270,5.0,27.5,Petrol,5,422.0,Yes
Kia,Sorento Hybrid SX Prestige,1.6L Hybrid Turbocharged 4-Cylinder,1591.0,227.0,200,7.9,23.5,Hybrid,7,352.0,Yes
Kia,Carnival EX,3.5L V6,3500.0,290.0,220,8.0,271.0,Petrol,8,355.0,No
Kia,Telluride Nightfall Edition,3.8L V6,3778.0,291.0,240,7.0,25.5,Petrol,7,355.0,No
Peugeot,508 Plug-In Hybrid,Hybrid I4 + Electric Motor,299.5,225.0,210,7.5,22.0,Hybrid,5,360.0,No
Kia,EV6 First Edition,Electric Motor,77.4,320.0,230,5.0,29.0,Electric,5,450.0,No
Kia,Niro Touring,1.6L 4-Cylinder Hybrid,1591.0,139.0,180,10.5,16.5,Hybrid,5,265.0,No
Kia,Forte GT-Line,1.6L Turbocharged 4-Cylinder,1591.0,201.0,200,6.5,12.5,Petrol,5,264.0,Yes
Kia,Seltos EX,2.0L 4-Cylinder,1999.0,146.0,190,9.0,261.5,Petrol,5,179.0,No
Peugeot,3008 Plug-In Hybrid,Hybrid I4 + Electric Motor,299.5,225.0,210,7.0,21.0,Hybrid,5,360.0,No
Kia,Sorento LX,2.5L 4-Cylinder,2500.0,191.0,210,8.5,267.5,Petrol,7,246.0,No
Kia,Telluride EX,3.8L V6,3778.0,291.0,240,7.0,22.0,Petrol,7,355.0,No
Kia,Soul EX,2.0L 4-Cylinder,1999.0,147.0,190,9.5,11.0,Petrol,5,179.0,No
Kia,Forte FE,2.0L 4-Cylinder,1999.0,147.0,190,9.2,259.0,Petrol,5,179.0,No
Kia,K5 GT-Line,1.6L Turbocharged 4-Cylinder,1591.0,180.0,220,7.8,14.5,Petrol,5,264.0,Yes
Kia,Carnival LXS,3.5L V6,3500.0,290.0,220,8.0,269.5,Petrol,8,355.0,No
Kia,EV6 Light,Electric Motor,77.4,225.0,190,5.2,23.0,Electric,5,350.0,No
Kia,Niro EX,1.6L 4-Cylinder Hybrid,1591.0,139.0,180,10.5,15.0,Hybrid,5,265.0,No
Kia,Stinger GT,3.3L Turbocharged V6,3300.0,365.0,270,4.7,275.5,Petrol,5,510.0,Yes
Kia,Sorento SX Prestige,2.5L Hybrid Turbocharged 4-Cylinder,1591.0,227.0,200,7.9,24.0,Hybrid,7,352.0,Yes
Kia,Telluride SX Prestige,3.8L V6,3778.0,291.0,240,7.0,26.0,Petrol,7,355.0,No
Peugeot,508 Hybrid4,Hybrid I4 + Electric Motor,299.5,300.0,235,6.0,23.5,Hybrid,5,520.0,No
Kia,EV6 GT Performance,Electric Motor,77.4,577.0,260,3.5,32.5,Electric,5,740.0,No
Kia,Niro SX Touring,1.6L 4-Cylinder Hybrid,1591.0,139.0,180,10.5,267.0,Hybrid,5,265.0,No
Kia,Carnival SX Prestige,3.5L V6,3500.0,290.0,220,8.0,23.5,Petrol,8,355.0,No
Kia,Seltos SX Turbo,1.6L Turbocharged 4-Cylinder,1591.0,175.0,210,7.5,16.0,Petrol,5,264.0,Yes
Kia,Forte EX Premium,2.0L 4-Cylinder,1999.0,147.0,190,9.2,261.0,Petrol,5,179.0,No
Kia,Soul EX Designer Edition,2.0L 4-Cylinder,1999.0,147.0,190,9.5,261.5,Petrol,5,179.0,No
Kia,Rio S,1.6L 4-Cylinder,1591.0,120.0,180,10.3,258.5,Petrol,5,151.0,No
Kia,Rio 5-Door S,1.6L 4-Cylinder,1591.0,120.0,180,10.3,9.0,Petrol,5,151.0,No
Kia,Soul S,2.0L 4-Cylinder,1999.0,147.0,190,9.5,260.0,Petrol,5,179.0,No
Kia,Seltos LX,2.0L 4-Cylinder,1999.0,146.0,190,9.2,11.5,Petrol,5,179.0,No
Peugeot,3008 Hybrid4,Hybrid I4+ Electric Motor,300.0,300.0,235,6.0,22.5,Hybrid,5,520.0,No
Kia,Sorento Hybrid EX,1.6L Hybrid Turbocharged 4-Cylinder,1591.0,227.0,200,7.9,23.5,Hybrid,7,352.0,Yes
Kia,Telluride LX,3.8L V6,3778.0,291.0,240,7.0,270.5,Petrol,7,355.0,No
Kia,Carnival MPV EX,3.5L V6,3500.0,290.0,220,8.0,271.5,Petrol,8,355.0,No
Kia,EV6 AWD GT-Line,Electric Motor,77.4,320.0,230,5.0,30.0,Electric,5,450.0,No
Kia,Forte GT Turbo,1.6L Turbocharged 4-Cylinder,1591.0,201.0,200,6.5,262.5,Petrol,5,264.0,Yes
Kia,Soul GT Designer Edition,2.0L 4-Cylinder,1999.0,147.0,190,9.5,11.5,Petrol,5,179.0,No
Kia,Seltos X-Line Turbo,1.6L Turbocharged 4-Cylinder,1591.0,175.0,210,7.5,15.0,Petrol,5,264.0,Yes
Peugeot,e-2008 GT,Electric Motor,50.0,136.0,200,8.5,20.0,Electric,5,260.0,No
Kia,Telluride Limited Edition,3.8L V6,3778.0,291.0,240,7.0,26.5,Petrol,7,355.0,No
Kia,Stinger GT-Line,2.5L Turbocharged 4-Cylinder,2500.0,300.0,270,5.0,25.0,Petrol,5,422.0,Yes
Kia,Carnival Special Edition,3.5L V6,3500.0,290.0,220,8.0,272.5,Petrol,8,355.0,No
Kia,Niro SX Hybrid,1.6L Hybrid Turbocharged 4-Cylinder,1591.0,139.0,180,10.5,18.0,Hybrid,5,265.0,Yes
Kia,EV6 First Edition AWD,Electric Motor,77.4,320.0,230,5.0,31.0,Electric,5,450.0,No
Kia,Sorento X-Pro Hybrid,1.6L Hybrid Turbocharged 4-Cylinder,1591.0,227.0,200,7.8,24.5,Hybrid,7,352.0,Yes
Kia,Forte Limited Edition,2.0L 4-Cylinder,1999.0,147.0,190,9.2,261.0,Petrol,5,179.0,No
Bugatti,Chiron,8.0L Quad-Turbo W16,7993.0,1500.0,420,2.5,1.0,Petrol,2,1600.0,Yes
Bugatti,Chiron Pur Sport,8.0L Quad-Turbo W16,7993.0,1500.0,350,2.3,101.0,Petrol,2,1600.0,Yes
Bugatti,Chiron Super Sport,8.0L Quad-Turbo W16,7993.0,1600.0,490,2.4,167.66666666666666,Petrol,2,1600.0,Yes
Bugatti,Chiron Sport,8.0L Quad-Turbo W16,7993.0,1500.0,420,2.4,101.0,Petrol,2,1600.0,Yes
Bugatti,Chiron Noire,8.0L Quad-Turbo W16,7993.0,1500.0,420,2.5,101.0,Petrol,2,1600.0,Yes
Bugatti,Divo,8.0L Quad-Turbo W16,7993.0,1500.0,380,2.4,268.3333333333333,Petrol,2,1600.0,Yes
Bugatti,Centodieci,8.0L Quad-Turbo W16,7993.0,1600.0,380,2.4,3.0,Petrol,2,1600.0,Yes
Bugatti,La Voiture Noire,8.0L Quad-Turbo W16,7993.0,1500.0,420,2.5,6.0,Petrol,2,1600.0,Yes
Bugatti,Bolide,8.0L Quad-Turbo W16,7993.0,1850.0,500,2.2,168.0,Petrol,2,1600.0,Yes
Bugatti,Mistral,8.0L Quad-Turbo W16,7993.0,1600.0,420,2.4,1.6666666666666667,Petrol,2,1600.0,Yes
Volvo,Volvo FH,13.0L I6 Turbo Diesel,13000.0,540.0,120,15.0,60.0,Diesel,2,2600.0,Yes
Volvo,Volvo FH16,16.1L I6 Turbo Diesel,16100.0,750.0,120,14.5,80.0,Diesel,2,3500.0,Yes
Volvo,Volvo FM,12.8L I6 Turbo Diesel,12800.0,460.0,110,16.0,50.0,Diesel,2,2200.0,Yes
Volvo,Volvo FMX,13.0L I6 Turbo Diesel,13000.0,500.0,110,16.5,55.0,Diesel,2,2500.0,Yes
Volvo,Volvo VNL,12.8L I6 Turbo Diesel,12800.0,500.0,120,15.0,62.5,Diesel,2,2400.0,Yes
Volvo,Volvo VNR,12.8L I6 Turbo Diesel,12800.0,400.0,110,17.0,47.5,Diesel,2,1800.0,Yes
Volvo,Volvo VHD,12.8L I6 Turbo Diesel,12800.0,500.0,100,18.0,60.0,Diesel,2,2500.0,Yes
Volvo,Volvo FE,7.7L I6 Turbo Diesel,7700.0,280.0,90,20.0,42.5,Diesel,2,1200.0,Yes
Volvo,Volvo FL,5.1L I4 Turbo Diesel,5100.0,180.0,80,22.0,37.5,Diesel,2,800.0,Yes
Jaguar Land Rover,Jaguar F-Type,V6 / V8 Petrol,1500.5,335.0,260,5.1,35.0,Petrol,2,450.0,No
Jaguar Land Rover,Jaguar XE,I4 Petrol,1001.5,250.0,250,6.5,22.5,Petrol,5,365.0,No
Jaguar Land Rover,Jaguar XF,I4 Petrol,1001.5,250.0,250,6.5,25.0,Petrol,5,365.0,No
Jaguar Land Rover,Jaguar XJ,V6 Petrol,1500.5,300.0,250,6.0,42.5,Petrol,5,400.0,No
Jaguar Land Rover,Jaguar E-PACE,I4 Petrol,1001.5,200.0,230,7.0,25.0,Petrol,5,430.0,No
Jaguar Land Rover,Jaguar I-PACE,Electric (Dual Motor),90.0,400.0,200,4.8,35.0,Electric,5,696.0,No
Jaguar Land Rover,Jaguar F-PACE,I4 Petrol / V6 Petrol,1251.0,295.0,230,6.300000000000001,30.0,Petrol,5,422.5,No
Jaguar Land Rover,Jaguar X-TYPE,I4 Petrol,1001.0,160.0,215,9.0,20.0,Petrol,5,215.0,No
Jaguar Land Rover,Jaguar F-PACE R-Dynamic,I4 Petrol / V6 Petrol,1251.0,340.0,250,5.4,32.5,Petrol,5,480.0,No
Jaguar Land Rover,Jaguar XE R-Dynamic,I4 Petrol,1001.5,340.0,250,5.4,30.0,Petrol,5,450.0,No
Jaguar Land Rover,Jaguar F-Type SVR,V8 Petrol,2504.0,575.0,320,3.7,60.0,Petrol,2,700.0,No
Jaguar Land Rover,Jaguar I-PACE Electric Performance,Electric (Dual Motor),90.0,400.0,200,4.5,42.5,Electric,5,696.0,No
Jaguar Land Rover,Jaguar F-PACE SVR,V8 Petrol,2504.0,550.0,283,4.0,42.5,Petrol,5,700.0,No
Jaguar Land Rover,Jaguar XE S,I4 Petrol,1001.5,340.0,250,5.3,27.5,Petrol,5,450.0,No
Jaguar Land Rover,Jaguar XF R-Dynamic,I4 Petrol / V6 Petrol,1251.0,340.0,250,5.4,32.5,Petrol,5,480.0,No
Jaguar Land Rover,Jaguar XJ LWB (Long Wheelbase),V6 Petrol,1500.5,300.0,250,6.0,45.0,Petrol,5,400.0,No
Jaguar Land Rover,Jaguar F-Type Heritage Edition,V8 Petrol,2504.0,550.0,300,3.9,55.0,Petrol,2,680.0,No
Jaguar Land Rover,Jaguar E-PACE S,I4 Petrol,1001.5,200.0,230,7.0,25.0,Petrol,5,430.0,No
Jaguar Land Rover,Jaguar I-PACE HSE,Electric (Dual Motor),90.0,400.0,200,4.5,45.0,Electric,5,696.0,No
Jaguar Land Rover,Jaguar F-Type V8 R,V8 Petrol,2504.0,550.0,300,3.9,50.0,Petrol,2,680.0,No
Jaguar Land Rover,Jaguar F-Type R-Dynamic,I4 Petrol / V6 Petrol,1251.0,300.0,250,5.1,35.0,Petrol,2,400.0,No
Jaguar Land Rover,Jaguar XE P300 R-Dynamic,I4 Petrol,1001.5,300.0,250,5.5,27.5,Petrol,5,400.0,No
Jaguar Land Rover,Jaguar XF Sportbrake,I4 Petrol / V6 Petrol,1251.0,250.0,250,6.5,30.0,Petrol,5,400.0,No
Jaguar Land Rover,Jaguar I-PACE EV400 HSE,Electric (Dual Motor),90.0,400.0,200,4.5,42.5,Electric,5,696.0,No
Jaguar Land Rover,Jaguar F-PACE S 30t AWD,I4 Petrol,1001.5,247.0,225,6.4,30.0,Petrol,5,365.0,No
