Company Names,Cars Names,Engines,CC/Battery Capacity,HorsePower,Total Speed,Performance(0 - 100 )KM/H,Cars Prices,Fuel Types,Seats,Torque,Turbo
Nissan,300ZX,3.0L Twin-Turbo V6,2960.0,300.0,250,5.9,25.0,Petrol,4,384.0,Yes
Nissan,R390 GT1 Road Car,3.5L Twin-Turbo V8,3495.0,550.0,354,3.3,0.3333333333333333,Petrol,2,637.0,Yes
Nissan,Figaro,1.0L Turbo Inline-4,987.0,76.0,170,12.8,10.0,Petrol,4,103.0,Yes
Nissan,Hardbody Truck,2.4L Inline-4,2389.0,134.0,160,10.6,12.5,Petrol,5,206.0,No
Nissan,Atlas,3.0L Inline-4 Diesel,2999.0,130.0,130,18.0,17.5,Diesel,3,300.0,No
Nissan,Clipper,660cc Inline-3,659.0,48.0,110,18.5,5.0,Petrol,4,62.0,No
Nissan,NV200,2.0L Inline-4,1998.0,131.0,140,14.0,14.0,Petrol,7,188.0,No
Nissan,Violet,1.8L Inline-4,1770.0,85.0,155,13.8,9.0,Petrol,5,130.0,No
Nissan,Bluebird Z,2.0L Inline-4,1998.0,140.0,190,11.0,11.5,Petrol,5,180.0,No
Nissan,Stanza Wagon,2.4L Inline-4,2389.0,138.0,160,12.0,11.0,Petrol,7,205.0,No
Nissan,180SX,2.0L Turbo Inline-4,1998.0,205.0,240,6.8,17.5,Petrol,4,275.0,Yes
Nissan,Sunny California,1.6L Inline-4,1597.0,110.0,170,11.0,9.0,Petrol,5,140.0,No
Nissan,Patrol Warrior,5.6L V8,5552.0,428.0,205,6.3,47.5,Petrol,7,580.0,No
Nissan,Pathfinder Armada Platinum,5.6L V8,5552.0,400.0,190,6.8,35.0,Petrol,7,560.0,No
Nissan,Rogue Sport SL,2.0L Inline-4,1998.0,141.0,190,9.0,16.0,Petrol,5,195.0,No
Nissan,X-Trail Platinum Edition,1.5L Turbo Hybrid,1497.0,204.0,190,8.0,23.0,Hybrid,5,305.0,Yes
Nissan,Qashqai e-Power,1.5L Hybrid,1497.0,187.0,200,7.5,20.0,Hybrid,5,330.0,No
Nissan,GT-R Egoist,3.8L Twin-Turbo V6,3799.0,565.0,315,2.8,110.0,Petrol,2,637.0,Yes
Nissan,Infiniti M45*,4.5L V8,4494.0,325.0,250,5.8,25.0,Petrol,5,451.0,No
Nissan,Skyline 50th Anniversary,3.0L Twin-Turbo V6,2997.0,400.0,250,4.5,37.5,Petrol,5,475.0,Yes
Nissan,Ariya Dual Motor AWD,Dual Electric Motors,87.0,389.0,200,5.1,35.0,Electric,5,600.0,No
Nissan,Patrol Legend Edition,5.6L V8,5552.0,428.0,205,6.3,47.5,Petrol,7,580.0,No
Nissan,Datsun 240Z (Classic),2.4L Inline-6,2393.0,151.0,210,8.0,22.5,Petrol,2,198.0,No
Nissan,100NX,1.6L Inline-4,1597.0,110.0,185,9.6,9.0,Petrol,4,135.0,No
Nissan,Cedric Special Edition,3.0L V6,2960.0,250.0,225,8.5,30.0,Petrol,5,330.0,No
Nissan,300ZX Turbo,3.0L Twin-Turbo V6,2960.0,300.0,250,5.9,27.5,Petrol,4,384.0,Yes
Nissan,Silvia S15 Spec-R,2.0L Turbo Inline-4,1998.0,250.0,240,5.6,17.5,Petrol,4,300.0,Yes
Nissan,NV400,2.3L Inline-4 Diesel,2298.0,135.0,150,15.0,20.0,Diesel,3,360.0,No
Nissan,Titan Warrior,5.6L V8,5552.0,400.0,180,7.0,27.5,Petrol,5,560.0,No
Nissan,Caravan Coach,2.5L Inline-4 Diesel,2498.0,127.0,140,14.0,15.0,Diesel,7,260.0,No
Nissan,Serena e-Power,1.2L Hybrid,1198.0,134.0,160,12.0,17.5,Hybrid,7,320.0,No
Nissan,Elgrand,3.5L V6,3498.0,280.0,200,8.5,25.0,Petrol,7,344.0,No
Nissan,Datsun 510,1.6L Inline-4,1595.0,96.0,175,10.2,12.5,Petrol,4,135.0,No
Nissan,Prairie,2.0L Inline-4,1998.0,120.0,175,11.0,9.0,Petrol,5,170.0,No
Nissan,Pulsar GTI-R,2.0L Turbo Inline-4,1998.0,230.0,225,6.0,15.0,Petrol,5,280.0,Yes
Nissan,Almera Tino,1.8L Inline-4,1769.0,114.0,180,12.5,7.5,Petrol,5,160.0,No
Nissan,Lucino,1.6L Inline-4,1597.0,115.0,185,10.5,6.0,Petrol,5,150.0,No
Nissan,Rasheen,1.5L Inline-4,1497.0,105.0,165,13.0,5.0,Petrol,5,135.0,No
Nissan,Mistral,2.7L Turbo Diesel,2663.0,125.0,160,12.5,12.5,Diesel,7,260.0,Yes
Nissan,Patrol Y60,4.2L Inline-6,4169.0,155.0,160,12.0,22.5,Diesel,7,330.0,No
Nissan,X-Trail GT,2.0L Turbo Inline-4,1998.0,280.0,215,6.4,19.0,Petrol,5,310.0,Yes
Nissan,Terrano Regulus,3.3L V6,3275.0,170.0,175,10.0,14.0,Petrol,5,290.0,No
Nissan,President,4.5L V8,4494.0,280.0,210,7.5,35.0,Petrol,5,400.0,No
Nissan,Cima,4.1L V8,4130.0,270.0,210,8.0,30.0,Petrol,5,390.0,No
Nissan,Leopard J. Ferie,3.0L V6 Turbo,2960.0,255.0,215,6.5,22.5,Petrol,5,340.0,Yes
Nissan,Gloria Gran Turismo,3.0L V6 Turbo,2960.0,255.0,220,6.5,25.0,Petrol,5,340.0,Yes
Nissan,Infiniti Q45*,4.5L V8,4494.0,340.0,240,6.2,25.0,Petrol,5,450.0,No
Nissan,Datsun 240Z,2.4L Inline-6,2393.0,151.0,210,8.0,22.5,Petrol,2,198.0,No
Nissan,280ZX,2.8L Inline-6,2753.0,145.0,205,9.5,17.5,Petrol,2,210.0,No
Nissan,Silvia S13,1.8L Turbo Inline-4,1809.0,175.0,215,6.8,10.0,Petrol,4,230.0,Yes
Nissan,200SX,2.0L Turbo Inline-4,1998.0,200.0,225,7.0,12.5,Petrol,4,260.0,Yes
Nissan,NX Coupe,1.8L Inline-4,1839.0,140.0,200,9.0,9.0,Petrol,4,180.0,No
Nissan,NV2500,4.0L V6,3954.0,261.0,160,10.0,18.0,Petrol,2,385.0,No
Nissan,NV3500,5.6L V8,5552.0,375.0,170,9.0,21.0,Petrol,2,525.0,No
Nissan,NT400 Cabstar,3.0L Inline-4 Diesel,2953.0,150.0,140,15.0,17.5,Diesel,3,350.0,No
Porsche,Panamera,2.9L V6 Twin Turbo,2894.0,330.0,270,5.6,44.0,Petrol,4,450.0,Yes
Porsche,Panamera 4,2.9L V6 Twin Turbo,2894.0,330.0,270,5.4,46.0,Petrol,4,450.0,Yes
Porsche,Panamera 4S,2.9L V6 Twin Turbo,2894.0,440.0,289,4.4,52.5,Petrol,4,550.0,Yes
Porsche,Panamera Turbo S,4.0L V8 Twin Turbo,3996.0,620.0,315,3.1,90.0,Petrol,4,820.0,Yes
Porsche,Panamera GTS,4.0L V8 Twin Turbo,3996.0,473.0,300,3.9,65.0,Petrol,4,620.0,Yes
Porsche,Panamera Platinum Edition,2.9L V6 Twin Turbo,2894.0,330.0,270,5.4,51.0,Petrol,4,450.0,Yes
Porsche,Panamera E-Hybrid,2.9L V6 + Electric Motor,17.9,455.0,280,4.4,57.5,Hybrid (Petrol),4,700.0,No
Porsche,Panamera 4 E-Hybrid Sport Turismo,2.9L V6 + Electric Motor,17.9,455.0,280,4.4,60.0,Hybrid (Petrol),4,700.0,No
Porsche,Panamera Turbo S E-Hybrid,4.0L V8 + Electric Motor,17.9,690.0,315,3.2,95.0,Hybrid (Petrol),4,870.0,No
Porsche,Panamera 4 Executive,2.9L V6 Twin Turbo,2894.0,330.0,270,5.6,47.5,Petrol,4,450.0,Yes
Porsche,Cayenne,3.0L V6 Turbo,2995.0,335.0,245,5.9,40.0,Petrol,5,450.0,Yes
Porsche,Cayenne Coupe,3.0L V6 Turbo,2995.0,335.0,245,6.0,42.5,Petrol,5,450.0,Yes
Porsche,Cayenne S,2.9L V6 Twin Turbo,2894.0,434.0,265,5.0,47.5,Petrol,5,550.0,Yes
Porsche,Cayenne Turbo,4.0L V8 Twin Turbo,3996.0,541.0,286,4.0,65.0,Petrol,5,770.0,Yes
Porsche,Cayenne GTS,4.0L V8 Twin Turbo,3996.0,453.0,270,4.5,55.0,Petrol,5,620.0,Yes
Porsche,Cayenne Turbo S E-Hybrid,4.0L V8 + Electric Motor,17.9,670.0,295,3.6,85.0,Hybrid (Petrol),5,900.0,No
Porsche,Macan,2.0L I4 Turbo,1984.0,261.0,232,6.2,30.0,Petrol,5,400.0,Yes
Porsche,Macan S,2.9L V6 Twin Turbo,2894.0,375.0,259,4.8,37.5,Petrol,5,520.0,Yes
Porsche,Macan GTS,2.9L V6 Twin Turbo,2894.0,434.0,272,4.5,42.5,Petrol,5,550.0,Yes
Porsche,Macan T,2.0L I4 Turbo,1984.0,261.0,232,6.2,32.5,Petrol,5,400.0,Yes
Porsche,911 Carrera,3.0L Flat-6 Twin Turbo,2981.0,379.0,293,4.2,55.0,Petrol,4,450.0,Yes
Porsche,911 Carrera S,3.0L Twin-Turbo Flat-6,2981.0,443.0,308,3.5,215.5,Petrol,4,528.0,Yes
Porsche,911 Carrera 4,3.0L Twin-Turbo Flat-6,2981.0,379.0,293,4.2,303.0,Petrol,4,450.0,Yes
Porsche,911 Carrera 4S,3.0L Twin-Turbo Flat-6,2981.0,443.0,306,3.4,206.5,Petrol,4,528.0,Yes
Porsche,911 Targa 4,3.0L Twin-Turbo Flat-6,2981.0,379.0,289,4.4,210.5,Petrol,4,450.0,Yes
Porsche,911 Turbo,3.8L Twin-Turbo Flat-6,3745.0,572.0,320,2.7,198.5,Petrol,4,750.0,Yes
Porsche,911 Turbo S,3.8L Twin-Turbo Flat-6,3745.0,640.0,330,2.6,315.0,Petrol,4,800.0,Yes
Porsche,911 GT3,4.0L Naturally Aspirated Flat-6,3996.0,502.0,318,3.4,130.5,Petrol,2,469.0,No
Porsche,911 GT3 RS,4.0L Naturally Aspirated Flat-6,3996.0,518.0,296,3.2,270.5,Petrol,2,465.0,No
Porsche,911 Dakar,3.0L Twin-Turbo Flat-6,2981.0,473.0,240,3.4,111.0,Petrol,2,570.0,Yes
Porsche,Taycan,Dual Electric Motors,79.2,402.0,230,5.4,393.0,Electric,4,344.0,No
Porsche,Taycan 4S,Dual Electric Motors,79.2,522.0,250,4.0,451.5,Electric,4,640.0,No
Porsche,Taycan Turbo,Dual Electric Motors,93.4,670.0,260,3.2,525.0,Electric,4,850.0,No
Porsche,Taycan Turbo S,Dual Electric Motors,93.4,750.0,260,2.8,92.5,Electric,4,1050.0,No
Porsche,Taycan GTS,Dual Electric Motors,93.4,590.0,250,3.5,441.0,Electric,4,850.0,No
Porsche,Taycan Cross Turismo,Dual Electric Motors,93.4,469.0,220,4.8,398.5,Electric,5,500.0,No
Porsche,Taycan Sport Turismo,Dual Electric Motors,79.2,509.0,240,4.1,52.0,Electric,5,650.0,No
Porsche,718 Cayman,2.0L Turbocharged Flat-4,1988.0,300.0,275,4.9,231.5,Petrol,2,380.0,Yes
Porsche,718 Cayman S,2.5L Turbocharged Flat-4,2497.0,350.0,285,4.4,237.5,Petrol,2,420.0,Yes
Porsche,718 Cayman GT4,4.0L Naturally Aspirated Flat-6,3995.0,414.0,302,4.2,150.0,Petrol,2,420.0,No
Porsche,718 Cayman GT4 RS,4.0L Naturally Aspirated Flat-6,3996.0,493.0,315,3.2,420.5,Petrol,2,450.0,No
Porsche,718 Boxster,2.0L Turbo Flat-4,1988.0,300.0,275,4.9,282.5,Petrol,2,380.0,Yes
Porsche,718 Boxster T,2.0L Turbo Flat-4,1988.0,300.0,275,4.7,334.5,Petrol,2,380.0,Yes
Porsche,718 Boxster GTS,4.0L Naturally Aspirated Flat-6,3995.0,394.0,293,4.3,195.0,Petrol,2,430.0,No
Porsche,718 Spyder,4.0L Naturally Aspirated Flat-6,3995.0,414.0,301,4.1,199.0,Petrol,2,420.0,No
Porsche,Panamera Base,2.9L Twin-Turbo V6,2894.0,325.0,265,5.6,196.0,Petrol,4,450.0,Yes
Porsche,Panamera 4 E-Hybrid,2.9L Twin-Turbo V6 + Electric Motor,2894.0,462.0,280,4.4,206.5,Hybrid,4,700.0,Yes
Porsche,Panamera 4 Sport Turismo,2.9L Twin-Turbo V6,2894.0,325.0,265,5.5,250.5,Petrol,4,450.0,Yes
Porsche,Panamera Turbo S E-Hybrid Sport Turismo,4.0L Twin-Turbo V8 + Electric Motor,3996.0,690.0,315,3.2,200.0,Hybrid,4,870.0,Yes
Porsche,Panamera 4S E-Hybrid Executive,2.9L Twin-Turbo V6 + Electric Motor,2894.0,560.0,295,3.7,514.0,Hybrid,4,750.0,Yes
Porsche,Panamera Platinum Edition,2.9L Twin-Turbo V6,2894.0,325.0,265,5.6,199.0,Petrol,4,450.0,Yes
Porsche,Panamera GTS Sport Turismo,4.0L Twin-Turbo V8,3996.0,473.0,300,3.9,518.0,Petrol,4,620.0,Yes
Porsche,Panamera Turbo Executive,4.0L Twin-Turbo V8,3996.0,550.0,306,3.8,187.5,Petrol,4,770.0,Yes
Porsche,Panamera Turbo S Exclusive Series,4.0L Twin-Turbo V8,3996.0,570.0,310,3.8,145.0,Petrol,4,800.0,Yes
Porsche,Panamera 4S ,2.9L Twin-Turbo V6,2894.0,443.0,289,4.1,52.5,Petrol,4,550.0,Yes
Porsche,Macan Base,2.0L Turbo Inline-4,1984.0,265.0,232,6.4,29.0,Petrol,5,400.0,Yes
Porsche,Macan T,2.0L Turbo Inline-4,1984.0,265.0,233,6.2,31.5,Petrol,5,400.0,Yes
Porsche,Macan S,2.9L Twin-Turbo V6,2894.0,375.0,259,4.6,235.0,Petrol,5,520.0,Yes
Porsche,Macan GTS,2.9L Twin-Turbo V6,2894.0,434.0,272,4.3,491.0,Petrol,5,550.0,Yes
Porsche,Macan EV ,Dual Electric Motors,95.0,603.0,240,4.0,42.5,Electric,5,750.0,No
Porsche,Cayenne Base,3.0L Turbocharged V6,2995.0,335.0,245,5.9,136.0,Petrol,5,450.0,Yes
Porsche,Cayenne E-Hybrid,3.0L V6 + Electric Motor,2995.0,455.0,253,4.8,45.5,Hybrid,5,700.0,No
Porsche,Cayenne S Coupe,2.9L Twin-Turbo V6,2894.0,434.0,263,4.7,197.0,Petrol,4,550.0,Yes
Porsche,Cayenne Turbo GT,4.0L Twin-Turbo V8,3996.0,631.0,300,3.3,166.0,Petrol,4,850.0,Yes
Porsche,Cayenne Platinum Edition,3.0L Turbocharged V6,2995.0,335.0,245,5.8,39.5,Petrol,5,450.0,Yes
Porsche,Cayenne Turbo S E-Hybrid Coupe,4.0L Twin-Turbo V8 + Electric Motor,3996.0,670.0,295,3.6,483.5,Hybrid,4,900.0,Yes
Porsche,Cayenne GTS Coupe,4.0L Twin-Turbo V8,3996.0,453.0,270,4.5,155.5,Petrol,4,620.0,Yes
Porsche,Cayenne Diesel (Regional Markets),3.0L Turbo Diesel V6,2967.0,262.0,221,7.3,34.5,Diesel,5,580.0,Yes
Porsche,Cayenne S Hybrid,3.0L V6 + Electric Motor,2995.0,380.0,242,6.5,292.5,Hybrid,5,580.0,No
Porsche,Cayenne Coupe Turbo E-Hybrid,4.0L Twin-Turbo V8 + Electric Motor,3996.0,728.0,295,3.6,541.0,Hybrid,4,950.0,Yes
Porsche,Taycan Base,Dual Electric Motors,79.2,321.0,230,5.4,393.0,Electric,4,345.0,No
Cadillac,CT4,2.0L Turbo Inline-4 Gasoline,2000.0,237.0,250,6.0,214.5,Petrol,5,350.0,Yes
Cadillac,CT4-V,2.7L Turbo Inline-4 Gasoline,2700.0,325.0,260,4.9,320.5,Petrol,5,500.0,Yes
Cadillac,CT5,2.0L Turbo Inline-4 Gasoline,2000.0,237.0,240,6.6,116.5,Petrol,5,350.0,Yes
Cadillac,CT5-V,3.0L Twin-Turbo V6 Gasoline,3000.0,360.0,250,4.6,522.5,Petrol,5,550.0,Yes
Porsche,Taycan Cross Turismo 4,Dual Electric Motors,93.4,375.0,240,5.1,447.0,Electric,4,500.0,No
Porsche,Taycan Cross Turismo GTS,Dual Electric Motors,93.4,590.0,250,3.8,269.5,Electric,4,620.0,No
Porsche,Taycan Sport Turismo Base,Dual Electric Motors,79.2,375.0,230,5.4,295.0,Electric,4,500.0,No
Porsche,Taycan Sport Turismo GTS,Dual Electric Motors,93.4,590.0,250,3.7,418.0,Electric,4,620.0,No
Porsche,Taycan Turbo S Cross Turismo,Dual Electric Motors,93.4,750.0,260,2.9,95.0,Electric,4,1050.0,No
Porsche,911 Carrera Base,3.0L Twin-Turbo Flat-6,2981.0,379.0,293,4.2,103.0,Petrol,4,450.0,Yes
Porsche,911 Carrera S Cabriolet,3.0L Twin-Turbo Flat-6,2981.0,443.0,304,3.9,514.5,Petrol,4,530.0,Yes
Porsche,911 Carrera 4,3.0L Twin-Turbo Flat-6,2981.0,379.0,293,4.4,206.5,Petrol,4,450.0,Yes
Porsche,911 Carrera 4 GTS,3.0L Twin-Turbo Flat-6,2981.0,473.0,311,3.3,68.5,Petrol,4,570.0,Yes
Porsche,911 Targa 4 GTS,3.0L Twin-Turbo Flat-6,2981.0,473.0,307,3.5,228.5,Petrol,4,570.0,Yes
Porsche,911 Turbo Cabriolet,3.8L Twin-Turbo Flat-6,3745.0,572.0,320,2.9,142.0,Petrol,4,750.0,Yes
Porsche,911 Turbo S Coupe,3.8L Twin-Turbo Flat-6,3745.0,640.0,330,2.7,103.5,Petrol,4,800.0,Yes
Porsche,911 GT3 Touring,4.0L Naturally Aspirated Flat-6,3996.0,502.0,318,3.9,85.0,Petrol,2,470.0,No
Porsche,911 GT3 RS Clubsport,4.0L Naturally Aspirated Flat-6,3996.0,525.0,296,3.2,511.5,Petrol,2,465.0,No
Porsche,911 Dakar Limited Edition,3.0L Twin-Turbo Flat-6,2981.0,473.0,240,3.4,111.0,Petrol,4,570.0,Yes
Porsche,911 Carrera GTS Lightweight,3.0L Twin-Turbo Flat-6,2981.0,473.0,311,3.2,222.5,Petrol,4,570.0,Yes
Porsche,911 Targa 4 Lightweight,3.0L Twin-Turbo Flat-6,2981.0,379.0,289,4.3,317.5,Petrol,4,450.0,Yes
Porsche,911 Turbo Exclusive Series,3.8L Twin-Turbo Flat-6,3745.0,607.0,330,2.9,129.0,Petrol,4,750.0,Yes
Porsche,911 GT2 RS,3.8L Twin-Turbo Flat-6,3745.0,700.0,340,2.8,246.5,Petrol,2,750.0,Yes
Porsche,911 GT3 Cup,4.0L Naturally Aspirated Flat-6,3996.0,510.0,290,3.4,122.5,Petrol,1,470.0,No
Porsche,911 GT4 RS,4.0L Naturally Aspirated Flat-6,3996.0,500.0,315,3.4,111.0,Petrol,2,450.0,No
Porsche,911 RSR (Motorsport Edition),4.2L Naturally Aspirated Flat-6,4194.0,515.0,296,3.1,375.0,Petrol,1,480.0,No
Porsche,911 Sport Turismo,3.0L Twin-Turbo Flat-6,2981.0,379.0,293,4.4,58.0,Petrol,4,450.0,Yes
Porsche,911 Turbo Cabriolet Lightweight,3.8L Twin-Turbo Flat-6,3745.0,572.0,318,3.0,245.5,Petrol,4,750.0,Yes
Porsche,911 Dakar Sport,3.0L Twin-Turbo Flat-6,2981.0,473.0,240,3.5,116.5,Petrol,4,570.0,Yes
Tata Motors,Tiago,1.2L Revotron 3-cylinder Petrol,1199.0,86.0,170,13.0,104.0,Petrol,5,113.0,No
Tata Motors,Tiago EV,Permanent Magnet Synchronous,24.0,74.0,120,5.7,5.5,Electric,5,114.0,No
Tata Motors,Altroz,1.2L Revotron Petrol / 1.5L Diesel,1348.0,87.5,170,12.0,205.0,Petrol/Diesel,5,200.0,No
Tata Motors,Altroz DCA,1.2L Revotron 3-cylinder Petrol,1199.0,86.0,170,12.5,155.5,Petrol,5,113.0,No
Tata Motors,Altroz iTurbo,1.2L Turbocharged Petrol,1199.0,110.0,180,10.0,6.0,Petrol,5,140.0,Yes
Tata Motors,Altroz CNG,1.2L Revotron Bi-Fuel,1199.0,86.0,165,12.0,405.5,CNG/Petrol,5,113.0,No
Tata Motors,Tiago NRG,1.2L Revotron 3-cylinder Petrol,1199.0,86.0,170,13.5,104.5,Petrol,5,113.0,No
Tata Motors,Nano GenX,624cc MPFI,624.0,37.0,105,29.0,2.0,Petrol,4,51.0,No
Tata Motors,Indica eV2,1.4L CR4 Diesel,1396.0,70.0,155,16.0,103.0,Diesel,5,140.0,No
Tata Motors,Indica V2 Xeta,1.2L MPFI Petrol,1193.0,65.0,140,16.0,2.5,Petrol,5,100.0,No
Tata Motors,Tigor,1.2L Revotron 3-cylinder Petrol,1199.0,86.0,170,13.0,204.5,Petrol,5,113.0,No
Tata Motors,Tigor EV,Permanent Magnet Synchronous,26.0,74.0,120,5.7,257.0,Electric,5,114.0,No
Tata Motors,Zest,1.3L Quadrajet Diesel / 1.2L Revotron Petrol,1223.5,82.5,165,15.0,354.0,Diesel/Petrol,5,165.0,No
Tata Motors,Indigo eCS,1.4L CR4 Diesel,1396.0,70.0,155,16.5,253.0,Diesel,5,140.0,No
Cadillac,Escalade,6.2L V8 Gasoline,6200.0,420.0,210,6.8,187.0,Petrol,7,624.0,No
Tata Motors,Indigo Marina,1.4L CR4 Diesel / 1.4L Petrol,1396.0,77.5,150,17.0,154.0,Diesel/Petrol,5,125.0,No
Tata Motors,Manza,1.3L Quadrajet Diesel / 1.4L Petrol,1308.0,82.5,160,14.0,4.5,Diesel/Petrol,5,157.5,No
Tata Motors,Indigo LX,1.4L CR4 Diesel,1396.0,70.0,150,17.0,3.5,Diesel,5,140.0,No
Tata Motors,Indigo GLX,1.4L MPFI Petrol,1396.0,85.0,160,15.0,103.5,Petrol,5,115.0,No
Cadillac,Escalade ESV,6.2L V8 Gasoline,6200.0,420.0,205,6.9,188.5,Petrol,7,624.0,No
Tata Motors,Nexon,1.2L Turbo Petrol / 1.5L Diesel,1348.0,114.0,180,10.0,7.0,Petrol/Diesel,5,260.0,Yes
Tata Motors,Nexon EV Max,Permanent Magnet Synchronous,40.5,143.0,140,9.0,12.5,Electric,5,250.0,No
Tata Motors,Harrier,2.0L Kryotec Turbocharged Diesel,1956.0,168.0,180,11.0,11.5,Diesel,5,350.0,Yes
Tata Motors,Safari,2.0L Kryotec Turbocharged Diesel,1956.0,168.0,180,11.0,262.5,Diesel,7,350.0,Yes
Tata Motors,Punch,1.2L Revotron Petrol,1199.0,86.0,160,16.0,255.0,Petrol,5,113.0,No
Tata Motors,Hexa,2.2L Varicor Diesel,2179.0,154.0,180,12.0,10.0,Diesel,7,400.0,No
Tata Motors,Aria,2.2L Dicor Diesel,2179.0,138.0,162,13.0,9.5,Diesel,7,320.0,No
Tata Motors,Sumo Gold,3.0L CR4 Diesel,2956.0,85.0,125,17.6,7.5,Diesel,7,250.0,No
Tata Motors,Sumo Grande,2.2L Dicor Diesel,2179.0,118.0,140,15.0,258.0,Diesel,7,250.0,No
Tata Motors,Nexon EV Prime,Permanent Magnet Synchronous,30.2,129.0,120,9.4,11.0,Electric,5,245.0,No
Tata Motors,Tiago EV,Permanent Magnet Synchronous,24.0,74.0,120,5.7,5.5,Electric,5,114.0,No
Tesla,Model S,Dual Electric Motors,100.0,670.0,250,3.1,289.0,Electric,5,967.0,No
Tesla,Model S Plaid,Tri Electric Motors,100.0,10.5,322,2.1,299.0,Electric,5,400.0,No
Tesla,Model 3,Single Electric Motor (RWD),60.0,283.0,225,5.8,140.0,Electric,5,420.0,No
Tesla,Model 3 Performance,Dual Electric Motors (AWD),82.0,450.0,261,3.1,146.5,Electric,5,660.0,No
Tesla,Model X,Dual Electric Motors (AWD),100.0,670.0,250,3.8,294.0,Electric,7,967.0,No
Tesla,Model X Plaid,Tri Electric Motors,100.0,10.5,262,2.6,301.5,Electric,6,400.0,No
Tesla,Model Y,Single Electric Motor (RWD),75.0,346.0,217,5.0,268.5,Electric,5,498.0,No
Tesla,Model Y Long Range,Dual Electric Motors (AWD),82.0,384.0,217,4.8,270.0,Electric,5,559.0,No
Tesla,Cybertruck,Tri Electric Motors,200.0,800.0,209,2.9,484.5,Electric,6,355.0,No
Tesla,Roadster 2,Quad Electric Motors,200.0,144.5,402,1.9,100.0,Electric,4,0.0,No
Jeep,Wrangler,3.6L V6 Pentastar Gasoline,3600.0,285.0,180,6.8,115.0,Petrol,4,353.0,No
Jeep,Wrangler Rubicon,2.0L Turbo I4 Gasoline,2000.0,270.0,180,7.1,71.0,Petrol,4,400.0,Yes
Jeep,Grand Cherokee,3.6L V6 Pentastar Gasoline,3600.0,293.0,209,7.0,285.5,Petrol,5,352.0,No
Jeep,Grand Cherokee L,3.6L V6 Pentastar Gasoline,3600.0,293.0,209,7.2,286.5,Petrol,7,352.0,No
Jeep,Cherokee,2.4L I4 Tigershark Gasoline,2400.0,180.0,195,8.5,366.0,Petrol,5,230.0,No
Jeep,Compass,2.0L Turbo Gasoline,2000.0,200.0,200,7.8,310.5,Petrol,5,320.0,Yes
Jeep,Renegade,1.3L Turbo I4 Gasoline,1300.0,177.0,200,8.7,186.5,Petrol,5,285.0,Yes
Jeep,Gladiator,3.6L V6 Pentastar Gasoline,3600.0,285.0,177,8.1,406.5,Petrol,5,353.0,No
Jeep,Wagoneer,5.7L V8 Gasoline with eTorque,5700.0,392.0,190,7.4,329.0,Petrol,8,548.0,No
Jeep,Grand Wagoneer,6.4L V8 Gasoline,6400.0,471.0,190,6.0,293.0,Petrol,8,617.0,No
Jeep,Grand Cherokee 4xe,2.0L Turbo PHEV,17.3,375.0,210,6.0,462.0,Hybrid,5,637.0,Yes
Jeep,Wrangler 4xe,2.0L Turbo PHEV,17.3,375.0,180,6.4,372.5,Hybrid,5,637.0,Yes
Jeep,Compass 4xe,1.3L Turbo PHEV,11.4,240.0,200,7.3,273.0,Hybrid,5,270.0,Yes
Jeep,Renegade 4xe,1.3L Turbo PHEV,11.4,240.0,200,7.5,272.0,Hybrid,5,270.0,Yes
Mazda,Mazda2,1.5L 4-Cylinder,250.5,108.0,180,10.2,9.25,Petrol,5,142.0,No
Jeep,Wagoneer S (Electric),Dual Electric Motors,100.0,600.0,177,4.5,40.0,Electric,5,850.0,No
Jeep,Gladiator Mojave Edition,3.6L V6 Pentastar Gasoline,3600.0,285.0,177,8.6,310.5,Petrol,5,353.0,No
Jeep,Grand Cherokee Summit Reserve,5.7L V8 Gasoline,5700.0,357.0,190,7.3,320.5,Petrol,5,529.0,No
Jeep,Jeep Cherokee X Edition,3.2L V6 Pentastar Gasoline,3200.0,271.0,195,7.6,168.0,Petrol,5,324.0,No
Jeep,Wrangler 392,6.4L V8 HEMI Gasoline,6400.0,470.0,160,4.5,288.5,Petrol,4,637.0,No
Cadillac,XT4,2.0L Turbo Inline-4 Gasoline,2000.0,235.0,220,7.6,263.5,Petrol,5,350.0,Yes
Cadillac,XT5,3.6L V6 Gasoline,3600.0,310.0,210,6.5,119.5,Petrol,5,366.0,No
Cadillac,XT6,3.6L V6 Gasoline,3600.0,310.0,210,6.9,321.5,Petrol,7,366.0,No
Cadillac,Lyriq EV,Single Electric Motor,100.0,340.0,190,5.7,324.0,Electric,5,440.0,No
Cadillac,Escalade V,6.2L Supercharged V8 Gasoline,6200.0,682.0,200,4.4,569.5,Petrol,7,885.0,No
Cadillac,Escalade Platinum,6.2L V8 Gasoline,6200.0,420.0,210,6.8,349.5,Petrol,7,624.0,No
Cadillac,CT5-V Blackwing,6.2L Supercharged V8 Gasoline,6200.0,668.0,320,3.4,46.0,Petrol,5,893.0,No
Cadillac,CT4-V Blackwing,3.6L Twin-Turbo V6 Gasoline,3600.0,472.0,290,3.9,277.5,Petrol,5,603.0,Yes
Cadillac,XT4 Sport,2.0L Turbo Inline-4 Gasoline,2000.0,235.0,220,7.4,215.5,Petrol,5,350.0,Yes
